Generation	ID	Fitness	Status	Order	Int_Order	Survival_Time	Response_Time	Capture_Time	Luminance_Difference	Contrast_Difference	Colour_Difference	GabRat_Edge_Disruption	BgLocal_Luminance	BgLocal_Contrast	BgLocal_A	BgLocal_B	Target_Luminance	Target_Contrast	Target_A	Target_B	Target_Contrast2	BgLocal_Contrast2	Contrast2_Difference	Image_ID	X_Coordinate	Y_Coordinate	Rotation	Flip	Crop_X	Crop_Y	Parent1	Parent2	Sex	ptn_dim_xcp	ptn_dim_ycp	ptn_dim_wdt	ptn_dim_asr	ptn_dim_agl	ptn_grd_cvr	ptn_grd_sig	ptn_grd_hgt	ptn_grd_agl	eem_int_lvl	eem_int_rto	eem_sig_lvl	eem_sig_rto	eem_exp_lvl	eem_exp_rto	ptn_bil_ctr	ptn_bil_sft	ptn_bil_frq	col_mac_lmv	col_mac_rgv	col_mac_byv	col_top_lmv	col_top_rgv	col_top_byv	col_bot_lmv	col_bot_rgv	col_bot_byv	col_grd_sig	col_grd_hgt	spk_one_lvl	spk_one_rto	spk_one_sig	spk_one_ycp	spk_two_lvl	spk_two_rto	spk_two_sig	spk_two_ycp	TmeanL	TmeanA	TmeanB	TcontrastL	TcontrastA	TcontrastB	LmeanL	LmeanA	LmeanB	LcontrastL	LcontrastA	LcontrastB	BmeanL	BmeanA	BmeanB	BcontrastL	BcontrastA	BcontrastB	gabRatL	gabRatA	gabRatB
0	Gen0_Mut0_ID18	3325	Survived	1	1	3325	1312	3325	34.2168	10.8811	35.0923	0.1666	47.254	18.5622	-11.9134	27.4559	81.4708	7.6811	11.2141	53.8488	0.094280405	0.392817539	0.298537134	3.jpg	1135.1601	207.2426	0	horizontal	0	0	-	-	-	0.6	0.6	0.48	0.28	0.4	0.96	0.96	0.16	0.64	0.8	0.44	0.04	0.32	0.48	0.16	0.48	0.04	0.88	0.84	0.72	0.88	0.8	0.6	0.56	0.76	0.24	0.76	0.68	0.68	0.12	0.88	0.24	0.16	0.6	0.68	0.24	0.04	81.47083389	11.21410756	53.84882726	7.681124347	10.65379794	5.757325579	47.25397624	-11.91343153	27.45592036	18.56216146	12.11036449	9.819110593	50.86559935	-6.334387201	27.08685333	19.85467308	9.967041757	10.2109716	0.187023257	0.21157773	0.160613137
0	Gen0_Mut0_ID0	3609	Survived	2	2	3609	1588	3609	10.5345	1.1766	17.2022	0.3903	38.2494	14.6111	-2.3978	24.1025	27.7149	15.7877	-18.9742	19.505	0.569646652	0.381995535	0.187651118	17.jpg	1144.033	516.8713	0	horizontal	0	0	-	-	-	0.72	0.48	0.68	0.48	0.76	0.68	0.48	0.28	0.16	0.4	0.24	0.12	0.44	0.56	0.8	0.76	0.56	0.56	0.16	0.44	0.8	0.52	0.04	0.2	0.4	0.04	0.96	0.36	0.96	0.52	0.08	0.4	0.4	0.04	0.76	0.84	0.16	27.71487481	-18.97416561	19.50497408	15.78765329	15.57705427	6.005271102	38.24940558	-2.397796154	24.10247846	14.61110044	7.172945869	8.489988172	41.53682826	-4.094209421	26.06137278	17.9593895	8.172195235	9.63622996	0.384974922	0.317556618	0.389533806
0	Gen0_Mut0_ID5	903	Killed	3	3	903	903	1472	2.8111	10.4896	8.5457	0.2638	55.5382	15.1273	-8.4691	29.7802	58.3493	4.6377	-0.0796	31.4068	0.079481673	0.27237649	0.192894817	21.jpg	689.7474	286.47	0	horizontal	0	0	-	-	-	0.88	0.84	0.56	0.52	0.2	0.56	0.6	0.08	0.84	0.2	0.56	0.16	0.12	0.96	0.48	0.16	0.08	0.92	0.56	0.36	0.2	0.72	0.96	0.6	0.6	0.68	0.92	0.56	0.04	0.2	0.96	0.92	0.24	0.36	0.4	0.16	0.92	58.34933561	-0.079649536	31.40675719	4.637724826	17.39450189	26.08700157	55.53816471	-8.469082118	29.78022592	15.12734889	7.288905442	11.03049032	55.43828527	-8.226107021	27.66294841	17.40672112	7.875278067	11.81931955	0.26574372	0.321183261	0.338137854
0	Gen0_Mut0_ID2	1712	Killed	4	4	1712	714	1712	13.7886	2.3786	44.9981	0.2455	48.9406	16.477	-8.8799	28.396	35.152	14.0984	33.5494	43.3822	0.40106964	0.336673437	0.064396204	11.jpg	1139.8079	516.8425	0	horizontal	0	0	-	-	-	0.36	0.16	0.84	0.32	0.04	0.2	0.68	0.2	0.08	0.64	0.76	0.6	0.52	0.16	0.28	0.2	0.6	0.44	0.04	0.76	0.24	0.92	0.76	0.36	0.44	0.8	0.88	0.16	0.12	0.36	0.52	0.76	0.6	0.44	0.32	0.88	0.48	35.15203322	33.54935727	43.38220639	14.09841186	5.16150893	17.23992887	48.94063122	-8.879889708	28.39601607	16.47700014	10.32525667	11.46686156	52.65310228	-4.151442383	23.2338999	16.88424485	8.467988649	10.13013975	0.265960159	0.103965495	0.166444504
0	Gen0_Mut0_ID1	1617	Killed	5	5	1617	732	1617	33.8662	5.7065	23.0411	0.1672	45.3826	14.8198	-7.0004	35.8646	11.5164	9.1133	-3.9368	13.0281	0.791332361	0.326552467	0.464779894	22.jpg	466.5376	718.6851	0	horizontal	0	0	-	-	-	0.04	0.2	0.8	0.68	0.56	0.28	0.32	0.64	0.88	0.28	0.32	0.64	0.2	0.8	0.12	0.28	0.16	0.48	0.28	0.64	0.44	0.36	0.92	0.68	0.04	0.2	0.84	0.12	0.08	0.88	0.12	0.44	0.2	0.08	0.96	0.56	0.12	11.51640163	-3.936825506	13.02810947	9.113287729	11.49413782	7.773629516	45.38263029	-7.000417796	35.86456224	14.81980105	8.619831514	9.757890325	46.11288366	-7.689367764	34.19231225	15.48576713	8.663119724	10.18451088	0.184308923	0.229590179	0.170739442
0	Gen0_Mut0_ID3	1809	Killed	6	6	1809	695	1809	39.8585	9.9939	9.8146	0.0938	54.9588	16.7248	-1.0004	25.8888	15.1003	6.7309	-4.3433	16.6611	0.445746111	0.304315233	0.141430879	9.jpg	1042.5937	522.4455	0	none	0	0	-	-	-	0.56	0.8	0.88	0.08	0.6	0.08	0.52	0.52	0.52	0.16	0.2	0.76	0.16	0.04	0.08	0.64	0.64	0.8	0.36	0.2	0.08	0.12	0.48	0.4	0.2	0.88	0.52	0.28	0.76	0.76	0.84	0.88	0.72	0.64	0.24	0.8	0.84	15.10029572	-4.343267724	16.66107064	6.730948363	6.930231587	5.27271726	54.95881973	-1.000357542	25.88883776	16.72478687	5.965156517	9.059272022	49.67517089	-1.752394571	26.39932853	17.97109503	7.687671199	8.941739461	0.115988131	0.327422178	0.285787581
0	Gen0_Mut0_ID9	2608	Survived	7	7	2608	635	2608	34.1444	13.0039	41.8283	0.1757	53.0017	21.287	-3.8475	21.7451	18.8573	8.2831	37.9563	20.3141	0.439251643	0.401628627	0.037623016	14.jpg	910.0694	754.9845	0	horizontal	0	0	-	-	-	0.8	0.04	0.76	0.88	0.16	0.48	0.44	0.56	0.12	0.96	0.16	0.56	0.4	0.64	0.92	0.44	0.48	0.68	0.12	0.8	0.64	0.88	0.64	0.88	0.12	0.96	0.32	0.4	0.24	0.84	0.68	0.96	0.04	0.12	0.16	0.76	0.28	18.85733253	37.95626733	20.31409828	8.283086947	7.054403123	3.795663956	53.00165019	-3.847495567	21.74510241	21.28697944	6.897610979	9.064819017	47.34440317	-5.670388156	23.67297181	19.54940422	8.381319196	10.25516037	0.182402196	0.105505634	0.37491874
0	Gen0_Mut0_ID13	1838	Killed	8	8	1838	812	1838	5.6326	1.7521	12.9761	0.2737	51.9985	13.7961	-14.7584	37.8853	46.3659	15.5482	-4.296	30.2095	0.335336961	0.265317269	0.070019692	12.jpg	336.3334	467.6027	0	none	0	0	-	-	-	0.16	0.08	0.6	0.76	0.96	0.84	0.56	0.96	0.68	0.88	0.12	0.88	0.84	0.44	0.96	0.08	0.72	0.4	0.4	0.52	0.48	0.4	0.68	0.48	0.92	0.08	0.64	0.8	0.28	0.64	0.16	0.16	0.36	0.72	0.84	0.96	0.32	46.36591354	-4.296030802	30.20946309	15.54818623	14.42336331	3.75198645	51.99850631	-14.75842292	37.88526253	13.79605186	9.092619358	10.86464481	51.84541169	-9.436951695	29.7558794	17.71882079	8.657401845	11.48071275	0.289015924	0.099910819	0.147354353
0	Gen0_Mut0_ID19	1826	Killed	9	9	1826	707	1826	8.3485	13.981	29.58	0.3628	58.8414	21.1799	-2.3577	19.0003	67.1899	7.1989	-31.9336	19.4902	0.107142591	0.359948948	0.252806356	18.jpg	722.1237	660.45	0	horizontal	0	0	-	-	-	0.44	0.88	0.24	0.24	0.8	0.24	0.2	0.24	0.24	0.68	0.48	0.68	0.68	0.88	0.76	0.12	0.96	0.08	0.68	0.48	0.52	0.68	0.12	0.24	0.68	0.32	0.72	0.96	0.8	0.32	0.24	0.28	0.12	0.16	0.12	0.44	0.08	67.18991111	-31.93361138	19.49015146	7.198875349	16.23439436	7.003232312	58.84143317	-2.357708834	19.00029658	21.1799013	5.604751241	7.295927651	51.02976624	-2.655252908	21.94827607	20.19745623	6.66289772	8.874941309	0.380255202	0.147017138	0.266392449
0	Gen0_Mut0_ID23	1318	Killed	10	10	1318	609	1318	2.4625	6.1486	40.3812	0.2732	51.6835	18.7202	-4.8482	24.3128	49.221	12.5716	35.2878	28.7559	0.255411308	0.362208442	0.106797134	10.jpg	468.0278	620.4906	0	none	0	0	-	-	-	0.48	0.12	0.08	0.92	0.48	0.8	0.12	0.68	0.96	0.04	0.28	0.8	0.28	0.24	0.4	0.04	0.44	0.28	0.52	0.96	0.56	0.24	0.08	0.28	0.36	0.16	0.2	0.88	0.52	0.6	0.56	0.12	0.8	0.84	0.6	0.2	0.96	49.22104084	35.28781434	28.75593248	12.57156811	34.3261505	9.389602751	51.68345435	-4.848166372	24.3127629	18.72020549	6.434440091	9.904050548	47.62317859	-6.845886287	27.8410312	18.47391208	8.307760311	11.17513813	0.283185457	0.136934507	0.185417536
